verdetto;nome;citta;provincia;self;distanza_m;osm_id;osm_nome;app_feriali;osm_feriali;esito_feriali;app_sabato;osm_sabato;esito_sabato;app_domenica;osm_domenica;esito_domenica;osm_opening_hours;osm_check_date;lat;lng
OSM 24h, app limitata;KUMAR MOHIT;UDINE;UD;;23;way/905227399;IP;07:00-19:30;24h;OSM 24h, app limitata;07:00-19:30;24h;OSM 24h, app limitata;chiuso;24h;OSM 24h, app limitata;24/7;;46.0336;13.246154
OSM 24h, app limitata;ENI MALPENSA EST;CARDANO AL CAMPO;VA;;5;node/227019765;Area di servizio Malpensa Est;07:30-19:30;24h;OSM 24h, app limitata;07:30-14:30;24h;OSM 24h, app limitata;chiuso;24h;OSM 24h, app limitata;24/7;;45.64593;8.749293
OSM 24h, app limitata;Enercoop Vercelli;VERCELLI;VC;;12;way/971410516;Enercoop;07:30-19:30;24h;OSM 24h, app limitata;08:00-19:30;24h;OSM 24h, app limitata;08:30-13:00;24h;OSM 24h, app limitata;24/7;;45.295123;8.392734
OSM 24h, app limitata;Enercoop Chioggia;CHIOGGIA;VE;;16;node/9767983850;enercoop;07:30-19:30;24h;OSM 24h, app limitata;07:30-19:30;24h;OSM 24h, app limitata;chiuso;24h;OSM 24h, app limitata;24/7;;45.191114;12.277697
OSM 24h, app limitata;GABOGAS 2 Portogruaro;PORTOGRUARO;VE;;47;way/219358169;Gabogas;07:00-20:00;24h;OSM 24h, app limitata;07:00-20:00;24h;OSM 24h, app limitata;07:00-13:00;24h;OSM 24h, app limitata;24/7;;45.788681;12.750698
OSM 24h, app limitata;NOALOIL PV4;SAN DONÀ DI PIAVE;VE;;26;way/1304236149;Noaloil;07:00-12:30/14:30-19:00;24h;OSM 24h, app limitata;07:00-12:30;24h;OSM 24h, app limitata;chiuso;24h;OSM 24h, app limitata;24/7;;45.648482;12.587787
OSM 24h, app limitata;TRIVENGAS;SAN DONÀ DI PIAVE;VE;;35;way/1303966439;Trivengas;07:30-12:30/15:30-19:30;24h;OSM 24h, app limitata;07:30-12:30/15:30-19:30;24h;OSM 24h, app limitata;chiuso;24h;OSM 24h, app limitata;24/7;;45.642079;12.591876
OSM 24h, app limitata;Bianco Altavilla;ALTAVILLA VICENTINA;VI;;29;node/2543309817;Bianco;07:00-13:00/14:00-19:30;24h;OSM 24h, app limitata;07:30-13:00/14:30-19:30;24h;OSM 24h, app limitata;08:00-12:30;24h;OSM 24h, app limitata;24/7;;45.519544;11.476194
OSM 24h, app limitata;Beyfin - A tutto gas;BOLZANO VICENTINO;VI;;2;node/3085263799;Beyfin;07:00-19:00;24h;OSM 24h, app limitata;07:00-19:00;24h;OSM 24h, app limitata;08:00-12:00;24h;OSM 24h, app limitata;24/7;;45.589236;11.63023
OSM 24h, app limitata;eni;LONIGO;VI;;4;node/700774486;Eni;07:30-12:30/14:30-19:00;24h;OSM 24h, app limitata;07:30-12:30;24h;OSM 24h, app limitata;chiuso;24h;OSM 24h, app limitata;24/7;;45.382386;11.379352
OSM 24h, app limitata;OROGAS;LEGNAGO;VR;;7;node/1102678555;Orogas;07:30-12:30/15:00-19:30;24h;OSM 24h, app limitata;07:30-12:30;24h;OSM 24h, app limitata;chiuso;24h;OSM 24h, app limitata;24/7;;45.202121;11.255507
OSM 24h, app limitata;KEROPETROL SPA VALEGGIO SUL MINCIO;VALEGGIO SUL MINCIO;VR;;14;node/5520905014;KEROPETROL;07:30-19:00;24h;OSM 24h, app limitata;07:30-19:00;24h;OSM 24h, app limitata;chiuso;24h;OSM 24h, app limitata;24/7;;45.35633;10.750861
OSM 24h, app limitata;OG Clean Fuels Verona;VERONA;VR;1;3;node/8788696130;Metano;chiuso;24h;OSM 24h, app limitata;chiuso;24h;OSM 24h, app limitata;chiuso;24h;OSM 24h, app limitata;24/7;;45.388855;10.993261
OSM 24h, app limitata;ENERPETROLI - PV SUTRI - VT;SUTRI;VT;;3;way/707250063;Enerpetroli;07:30-12:30/15:00-19:00;24h;OSM 24h, app limitata;07:30-12:30;24h;OSM 24h, app limitata;chiuso;24h;OSM 24h, app limitata;24/7;;42.241958;12.220073
scostamento <=30 min;11421 CASALE MONFERRATO;CASALE MONFERRATO;AL;;32;way/468787588;Eni;07:15-12:00/14:15-18:45;07:15-12:15/14:15-19:00;scostamento <=30 min;chiuso;chiuso;uguale;chiuso;chiuso;uguale;Mo-Fr 07:15-12:15,14:15-19:00;;45.129555;8.47555
scostamento <=30 min;ENI 11455;CASALE MONFERRATO;AL;;18;way/181353822;Eni;07:30-12:15/14:30-19:00;07:00-12:00/14:30-19:00;scostamento <=30 min;08:00-13:00;08:00-13:00;uguale;chiuso;chiuso;uguale;"Mo-Fr 07:00-12:00, 14:30-19:00; Sa 08:00-13:00; Su off";;45.162602;8.46034
scostamento <=30 min;Della Porta Massimo e c s.n.c;PIANORO;BO;;8;node/227720726;Q8;07:00-13:00/14:30-19:00;07:00-12:30/15:00-19:00;scostamento <=30 min;07:30-12:30;07:30-12:30;uguale;chiuso;chiuso;uguale;"Mo-Fr 07:00-12:30,15:00-19:00; Sa 07:30-12:30";;44.440347;11.352493
scostamento <=30 min;REL;SAN LAZZARO DI SAVENA;BO;;33;node/227720916;REL;07:00-18:55;07:00-19:00;scostamento <=30 min;07:00-18:55;07:00-19:00;scostamento <=30 min;chiuso;chiuso;uguale;Mo-Sa 07:00-19:00;;44.470033;11.418759
scostamento <=30 min;New Energy Colle D'Anchise;COLLE D'ANCHISE;CB;;19;node/228075558;New Energy;06:00-20:45;06:00-20:30;scostamento <=30 min;06:00-20:45;06:00-20:30;scostamento <=30 min;07:00-20:00;07:00-20:00;uguale;"Mo-Sa 06:00-20:30; Su 07:00-20:00";;41.490266;14.536141
scostamento <=30 min;CERIGNOLA FUEL;CERIGNOLA;FG;;42;node/1016366922;;06:00-20:00;06:30-20:30;scostamento <=30 min;06:00-20:00;06:30-20:30;scostamento <=30 min;06:00-13:00/16:00-20:00;06:30-13:00/15:30-20:30;scostamento <=30 min;"Mo-Sa 06:30-20:30; Su 06:30-13:00,15:30-20:30";;41.258162;15.927558
scostamento <=30 min;fermata belvedere;MOMO;NO;;16;way/891256123;Eni;07:30-12:00/14:30-19:00;07:30-12:30/14:30-18:30;scostamento <=30 min;07:30-12:00/14:30-19:00;07:30-12:30/14:30-18:30;scostamento <=30 min;chiuso;chiuso;uguale;Mo-Sa 07:30-12:30,14:30-18:30;;45.554373;8.567601
scostamento <=30 min;ENI;CAMPO SAN MARTINO;PD;;61;way/74167905;Agip Eni;07:30-12:30/15:00-19:00;07:30-12:30/15:00-19:30;scostamento <=30 min;07:30-12:30/15:00-19:00;07:30-12:30/15:00-19:30;scostamento <=30 min;chiuso;chiuso;uguale;Mo-Sa 07:30-12:30,15:00-19:30;;45.553164;11.817346
scostamento <=30 min;PERUGIA CENTOVA 1;PERUGIA;PG;1;4;node/228083877;Metano Sensi;06:00-20:00;06:00-20:30;scostamento <=30 min;06:00-20:00;06:00-20:30;scostamento <=30 min;07:00-13:00;07:00-13:00;uguale;"Mo-Sa 06:00-20:30; Su 07:00-13:00";;43.092359;12.357343
scostamento <=30 min;Stazione Metano;FAENZA;RA;;2;node/1895311721;Metano;07:00-21:50;07:00-21:45;scostamento <=30 min;07:00-21:50;07:00-21:45;scostamento <=30 min;07:00-21:50;07:00-21:45;scostamento <=30 min;Mo-Su 07:00-21:45;;44.296178;11.858489
scostamento <=30 min;FGD SRL;REGGIO NELL'EMILIA;RE;;17;way/142492248;;06:30-20:30;06:30-21:00;scostamento <=30 min;06:30-20:30;06:30-21:00;scostamento <=30 min;06:30-20:30;06:30-21:00;scostamento <=30 min;Mo-Su 06:30-21:00;;44.683156;10.666267
scostamento <=30 min;A.F. PETROLI S.P.A. - OCCHIOBELLO;OCCHIOBELLO;RO;;13;node/5110846621;AF Petroli;07:00-20:30;07:00-20:00;scostamento <=30 min;07:00-20:30;07:00-20:00;scostamento <=30 min;chiuso;chiuso;uguale;Mo-Sa 07:00-20:00;;44.911039;11.602987
scostamento <=30 min;F.LLI FERRAZZO;PORTOGRUARO;VE;;61;node/228105487;Metano;07:30-12:15/14:30-19:30;07:30-12:15/14:00-19:00;scostamento <=30 min;07:30-12:15/14:30-19:30;07:30-12:15/14:00-19:00;scostamento <=30 min;chiuso;chiuso;uguale;Mo-Sa 07:30-12:15, 14:00-19:00;;45.775438;12.879675
scostamento <=30 min;GNP PIANEZZE;PIANEZZE;VI;;11;way/837388805;GNP Pianezze;07:00-12:30/15:00-19:00;07:30-12:30/15:00-19:00;scostamento <=30 min;07:00-12:30/15:00-18:00;07:30-12:30/15:00-18:00;scostamento <=30 min;chiuso;chiuso;uguale;"Mo-Fr 07:30-12:30,15:00-19:00; Sa 07:30-12:30,15:00-18:00";;45.719575;11.650149
non confrontabile;CAMERANO VIA FARFISA;CAMERANO;AN;;3;node/227539738;Q8;?;24h;non confrontabile;?;24h;non confrontabile;?;24h;non confrontabile;24/7;;43.51912;13.528832
non confrontabile;25554 – Bologna Bazzanese;BOLOGNA;BO;;11;node/227938902;Eni;06:30-12:30/14:30-19:00;?;non confrontabile;chiuso;?;non confrontabile;chiuso;?;non confrontabile;"Mo-Sa 06:30-12:30, 14:30-19:00; Su, PH off";;44.492107;11.260747
non confrontabile;natali- malalbergo;MALALBERGO;BO;1;3;node/1637493656;;?;24h;non confrontabile;?;24h;non confrontabile;?;24h;non confrontabile;24/7;;44.634819;11.464068
non confrontabile;MASTROPIETRO CELESTE - PV. ENI 09296;CERIGNOLA;FG;;24;node/238325379;Agip Eni;06:00-19:30;?;non confrontabile;06:00-19:30;?;non confrontabile;06:00-13:00;?;non confrontabile;Mo-Su 05:30-22:00, Su 06:00-13:00;;41.319266;15.90049
non confrontabile;FUCECCHIO;FUCECCHIO;FI;;25;node/227731123;Tamoil;07:00-12:30/14:30-19:00;?;non confrontabile;07:00-12:30;?;non confrontabile;chiuso;?;non confrontabile;Mo-Sa 07:30-12:30, Mo-Fr 15:00-19:00;;43.708611;10.821283
non confrontabile;Renis Gas srl;COPERTINO;LE;;11;way/218452586;Renis Gas;06:00-22:00;?;non confrontabile;06:00-22:00;?;non confrontabile;07:30-13:00/16:00-21:00;?;non confrontabile;Mo-Sa 06:00-22:00, Su 07:00-13:00, Su 15:00-22:00;;40.281752;18.043609
non confrontabile;38019  Matino;MATINO;LE;;29;way/711288879;Tomaenergy;?;24h;non confrontabile;?;24h;non confrontabile;?;24h;non confrontabile;24/7;;40.0363;18.15657
non confrontabile;Easy Service - Monteroni;MONTERONI DI LECCE;LE;;15;way/513538063;Q8;07:00-21:00;?;non confrontabile;07:00-21:00;?;non confrontabile;07:00-12:00/15:00-20:00;?;non confrontabile;"Mo-Sa 07:00-21:00; Su, PH 07:00-12:00, 15:00-20:00";;40.330135;18.088198
non confrontabile;Acinque;MONZA;MB;;18;way/356036801;Metanauto Acinque;07:00-13:00/13:30-19:00;?;non confrontabile;08:00-13:00/13:30-19:00;?;non confrontabile;08:00-13:00;?;non confrontabile;"Mo-Fr 07:30-13:00-13:30-19:00; Sa 08:00-13:00, 13:30-19:00; Su 08:00-13:00 ""Solo CNG e LNG - benzia, diesel, AdBlue e ricarica elettrica sono self service""";;45.580225;9.30904
non confrontabile;Mas;SETTIMO MILANESE;MI;;6;node/292832485;Distributore (solo metano);07:00-16:00;?;non confrontabile;07:00-16:00;?;non confrontabile;chiuso;?;non confrontabile;Mo-Sa 07:00-16:00, Su-PH off;;45.487837;9.04253
non confrontabile;DEPA S.R.L.;BERNALDA;MT;;9;way/1230382100;IP;?;24h;non confrontabile;?;24h;non confrontabile;?;24h;non confrontabile;24/7;;40.380881;16.783382
non confrontabile;Sman di Fizzotti e C. snc Metano per Auto;NOVARA;NO;;24;node/227806996;Metano;07:00-19:15;?;non confrontabile;07:00-19:15;?;non confrontabile;08:00-12:00;?;non confrontabile;"Mo-Fr 07:30-12:30, 14:30-19:00; Sa 08:00-18:00; Su, PH 08:00-12:00";;45.443132;8.659096
non confrontabile;A.F. PETROLI S.P.A.  Bagnoli di Sopra (Pd);BAGNOLI DI SOPRA;PD;;8;node/228187697;Af Petroli;07:30-12:30/14:30-19:00;?;non confrontabile;07:30-12:30;?;non confrontabile;chiuso;?;non confrontabile;"Mo-Sa 07:30-12:30, 15:00-19:00; Su 24";;45.192088;11.885818
non confrontabile;ENI PONTEDERA NORD;PONTEDERA;PI;;25;node/228191305;Eni;07:00-19:30;?;non confrontabile;07:00-19:30;?;non confrontabile;07:00-13:00;?;non confrontabile;"Oct - Apr 07:00-12:30,15:30-19:00; 24/7 ""Self Service""";;43.634584;10.588889
non confrontabile;VEGA - SPILIMBERGO;SPILIMBERGO;PN;;15;node/5392913721;Repsol;07:30-13:00/14:00-19:00;?;non confrontabile;07:30-13:00/14:00-19:00;?;non confrontabile;chiuso;?;non confrontabile;unknown;;46.09882;12.85391
non confrontabile;LEONE/TAMOIL - Fano loc. Bellocchi;FANO;PU;;20;node/4273356824;Tamoil;06:30-20:00;?;non confrontabile;06:30-20:00;?;non confrontabile;07:00-19:00;?;non confrontabile;Mo-Fr 07:00-19:00, Sa 07:00-12:30, Su closed;;43.794294;13.004036
non confrontabile;METANO PER AUTO C.M.G.;MORTARA;PV;;7;node/227984124;Metano;07:30-19:30;?;non confrontabile;07:30-19:30;?;non confrontabile;08:30-12:30;?;non confrontabile;"Mo-Sa 07:30-19:30; Su,PH 08:30-12:30; Jul-Aug: Mo-Sa 07:30-12:30,14:00-19:30; Su,PH 08:30-12:30";;45.244575;8.731003
non confrontabile;Q8;ROSETO DEGLI ABRUZZI;TE;1;24;node/5801524489;Q8;07:00-13:00/15:00-19:00;?;non confrontabile;07:00-13:00;?;non confrontabile;chiuso;?;non confrontabile;"Mo-Sa 06:30-21:30; PH, Su off";2023-05-20;42.64954;13.9757
non confrontabile;TERAMO;TERAMO;TE;;24;node/3608894611;Metano Puglia di Cardinali Mauro;06:30-21:00;?;non confrontabile;06:30-21:00;?;non confrontabile;06:30-21:00;?;non confrontabile;"Mo-Su 06:30-21:00 ""SUPERFESTIVI 06:30-12:30""";;42.688226;13.776235
non confrontabile;DELTA ENERGY SRL - TRENTO NORD;TRENTO;TN;;19;node/7155724999;Delta Energy;24h;?;non confrontabile;00:00-21:00;?;non confrontabile;07:00-21:00;?;non confrontabile;"Mo-Th 06:00-21:30; Fr 06:00-22:00; Sa, Su 07:00-21:00";;46.116292;11.089491
non confrontabile;BC CHIOGGIA 2;CHIOGGIA;VE;;86;node/1555791704;BC;?;07:00-19:30;non confrontabile;?;07:00-19:30;non confrontabile;?;07:00-19:30;non confrontabile;Mo-Su 07:00-19:30;;45.177938;12.276728
non confrontabile;TAMOIL TM06987;SAN STINO DI LIVENZA;VE;;15;way/1225060539;Esso;?;24h;non confrontabile;?;24h;non confrontabile;?;24h;non confrontabile;24/7;;45.722366;12.701925
uguale;ESINO EST;FALCONARA MARITTIMA;AN;;68;node/1151911425;Eni;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;43.627772;13.335072
uguale;OSIMO;OSIMO;AN;;23;node/3915953707;Metano Osimo Stazione;06:30-21:00;06:30-21:00;uguale;06:30-21:00;06:30-21:00;uguale;07:00-13:00;07:00-13:00;uguale;"Mo-Sa 06:30-21:00; Su,PH 07:00-13:00";;43.499962;13.535809
uguale;Arezzo - Setteponti;AREZZO;AR;;15;node/228210528;Beyfin;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;2025-08-12;43.477209;11.868379
uguale;IP 31;BARI;BA;;21;way/1434030486;Dill's;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;41.089512;16.862908
uguale;Sud Italia Gas srl;BARI;BA;;12;node/229140531;Esso;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;41.123888;16.829099
uguale;vaccarella;SAN SALVATORE TELESINO;BN;;3;node/3710915624;Vaccarella;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;41.22874;14.494593
uguale;CASTEL MAGGIORE VIA GALLIERA;CASTEL MAGGIORE;BO;;51;node/229139877;Metano;06:30-20:30;06:30-20:30;uguale;06:30-20:30;06:30-20:30;uguale;chiuso;chiuso;uguale;Mo-Sa 06:30-20:30;;44.567816;11.360314
uguale;IMOLA VIA SELICE 213/A;IMOLA;BO;;23;way/1354421347;Q8;07:00-20:00;07:00-20:00;uguale;07:00-20:00;07:00-20:00;uguale;chiuso;chiuso;uguale;Mo-Sa 07:00-20:00;2025-11-01;44.362427;11.724832
uguale;MASCAGNI ENERGY S.R.L.;SASSO MARCONI;BO;;3;node/228039737;Mascagni Energy;06:00-22:00;06:00-22:00;uguale;06:00-22:00;06:00-22:00;uguale;06:00-22:00;06:00-22:00;uguale;Mo-Su 06:00-22:00;;44.381251;11.234068
uguale;S.NICOLA EST;SAN NICOLA LA STRADA;CE;;9;node/5094304137;Eni;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;41.050147;14.322658
uguale;DISTRIBUTORI ECOS SRL VALLE DI MADDALONI;VALLE DI MADDALONI;CE;;32;node/5853344156;Ecos;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;41.068466;14.414254
uguale;PORTOBELLO AREA DI SERVIZIO;ROCCA SAN GIOVANNI;CH;;12;node/12215557576;Portobello;06:00-22:00;06:00-22:00;uguale;06:00-22:00;06:00-22:00;uguale;06:00-22:00;06:00-22:00;uguale;Mo-Su 06:00-22:00;2024-08-07;42.259808;14.430518
uguale;STAZIONE DI SERVIZIO BIDENTE DI ZANNONI SRL;FORLÌ;FC;;40;node/3708432953;METANO;07:30-12:30/15:00-19:00;07:30-12:30/15:00-19:00;uguale;07:30-12:30;07:30-12:30;uguale;chiuso;chiuso;uguale;"Mo-Fr 07:30-12:30,15:00-19:00; Sa 07:30-12:30";;44.164905;12.074587
uguale;METANO ROMEA s.r.l.s.;COMACCHIO;FE;;0;node/5851832245;;08:00-13:00/14:30-19:30;08:00-13:00/14:30-19:30;uguale;08:00-13:00/14:30-19:30;08:00-13:00/14:30-19:30;uguale;08:00-13:00/14:30-19:30;08:00-13:00/14:30-19:30;uguale;Mo-Su 08:00-13:00,14:30-19:30;;44.711665;12.220536
uguale;PO EST;FERRARA;FE;;6;node/1784312564;Erg;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;44.880119;11.570833
uguale;PO OVEST;FERRARA;FE;;11;node/227886502;Api-Ip;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;44.878889;11.569385
uguale;CPM Barberino;BARBERINO DI MUGELLO;FI;;0;node/5853343413;CPM;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;2023-08-06;43.989216;11.228011
uguale;S.I.M srl Pietramala;FIRENZUOLA;FI;;1;node/5663370422;metano;15:00-19:00;15:00-19:00;uguale;15:00-19:00;15:00-19:00;uguale;15:00-19:00;15:00-19:00;uguale;Mo-Su 15:00-19:00;;44.163292;11.331768
uguale;EASY SERVICE SPIGNO S.;SPIGNO SATURNIA;LT;;71;way/349806560;New Energy;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;41.30983;13.73755
uguale;Metangas Bovisio Masciago;BOVISIO-MASCIAGO;MB;;10;way/624199621;Metan Gas;06:00-20:00;06:00-20:00;uguale;06:00-20:00;06:00-20:00;uguale;07:00-20:00;07:00-20:00;uguale;"Mo-Sa 06:00-20:00; Su 07:00-20:00";;45.614438;9.164104
uguale;BRIANZA SUD;CAPONAGO;MB;;20;node/227004059;Eni;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;45.574417;9.394437
uguale;EKOPOINT;GARBAGNATE MILANESE;MI;;81;node/5853344313;EKO Point;07:00-20:00;07:00-20:00;uguale;08:00-20:00;08:00-20:00;uguale;08:00-20:00;08:00-20:00;uguale;"Mo-Fr 07:00-20:00; Sa,Su 08:00-20:00";;45.578884;9.057773
uguale;VILLORESI EST;LAINATE;MI;;101;node/10753104281;Q8 Villoresi Est;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;45.55997;9.039123
uguale;Eni Station PV 12416;PADERNO DUGNANO;MI;;22;node/226937569;Eni;06:00-19:00;06:00-19:00;uguale;07:00-17:00;07:00-17:00;uguale;chiuso;chiuso;uguale;"Mo-Fr 06:00-19:00; Sa 07:00-17:00";2026-05-21;45.559944;9.17343
uguale;S.ZENONE EST;SAN ZENONE AL LAMBRO;MI;;11;node/228062067;Q8;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;45.322377;9.375913
uguale;S.ZENONE OVEST;SAN ZENONE AL LAMBRO;MI;;61;node/227004781;Q8;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;45.321004;9.376063
uguale;CAMPOGALLIANO EST;CAMPOGALLIANO;MO;;7;node/227577469;Eni;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;44.70428;10.849062
uguale;CAMPOGALLIANO OVEST;CAMPOGALLIANO;MO;;23;node/227583605;Agip Eni;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;44.70279;10.847896
uguale;COIL MODENA;MODENA;MO;;10;node/227759666;Coil;07:30-12:30/15:00-19:00;07:30-12:30/15:00-19:00;uguale;07:30-12:30;07:30-12:30;uguale;chiuso;chiuso;uguale;"Mo-Fr 07:30-12:30, 15:00-19:00; Sa 07:30-12:30";;44.65685;10.88177
uguale;EMME PETROLI;NOLA;NA;;0;node/5851835069;Emme Petroli;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;40.913531;14.526732
uguale;S.PELAGIO OVEST;DUE CARRARE;PD;;8;node/227024032;Eni;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;45.315777;11.825742
uguale;LIMENELLA NORD;LIMENA;PD;;34;node/227901715;Q8;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;45.449214;11.845552
uguale;ml carburanti;CITTÀ DELLA PIEVE;PG;;14;node/6451312785;ML Carburanti;07:00-13:00/14:30-20:00;07:00-13:00/14:30-20:00;uguale;07:00-13:00/14:30-20:00;07:00-13:00/14:30-20:00;uguale;chiuso;chiuso;uguale;"Mo-Sa 07:00-13:00, 14:30-20:00; Su,PH off";;43.002116;11.970958
uguale;ELLERA - IP 24 ORE;CORCIANO;PG;;14;node/5091673901;Automigliorgas - Gpl - Metano;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;43.100949;12.310549
uguale;BM AUTO SRLS;PARMA;PR;;11;node/5851832243;Metano;07:00-20:00;07:00-20:00;uguale;07:00-20:00;07:00-20:00;uguale;07:00-20:00;07:00-20:00;uguale;Mo-Su 07:00-20:00;;44.729782;10.380642
uguale;S.MARTINO EST;PARMA;PR;;26;node/2631006372;Agip;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;44.827767;10.378311
uguale;S.MARTINO OVEST;PARMA;PR;;12;node/227604643;Eni;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;44.825945;10.37959
uguale;GEP CELLI GIULIANO SRL PV Cattolica;CATTOLICA;RN;1;6;node/2288366867;CEP;07:00-20:00;07:00-20:00;uguale;07:00-20:00;07:00-20:00;uguale;07:00-20:00;07:00-20:00;uguale;07:00-20:00;;43.952562;12.731498
uguale;SANT'ERMETE CPB ENERGIA ITALIANA;SANTARCANGELO DI ROMAGNA;RN;;7;node/4495474351;Cpb Energia Italiana;07:00-13:00/15:00-19:30;07:00-13:00/15:00-19:30;uguale;07:00-13:00/15:00-19:30;07:00-13:00/15:00-19:30;uguale;chiuso;chiuso;uguale;Mo-Sa 07:00-13:00,15:00-19:30;;44.028154;12.460723
uguale;Metano San Marco;ROVIGO;RO;;47;node/228103232;Metano;07:00-20:00;07:00-20:00;uguale;07:00-20:00;07:00-20:00;uguale;07:00-13:00;07:00-13:00;uguale;"Mo-Sa 07:00-20:00; Su 07:00-13:00; PH 07:00-12:30";;45.092949;11.827548
uguale;FULL PETROL METANO;BATTIPAGLIA;SA;;14;node/10267174763;Metano;06:00-22:00;06:00-22:00;uguale;06:00-22:00;06:00-22:00;uguale;06:00-22:00;06:00-22:00;uguale;Mo-Su 06:00-22:00;;40.606902;14.967638
uguale;FULL PETROL METANO;EBOLI;SA;;2;node/2557335420;Metano;06:00-22:00;06:00-22:00;uguale;06:00-22:00;06:00-22:00;uguale;06:00-22:00;06:00-22:00;uguale;06:00-22:00;;40.588107;15.003322
uguale;ECOFUEL - GIULIANOVA;GIULIANOVA;TE;;34;node/2868807519;Eco Fuel;06:30-21:00;06:30-21:00;uguale;06:30-21:00;06:30-21:00;uguale;06:30-21:00;06:30-21:00;uguale;Mo-Su 06:30-21:00;;42.729936;13.950801
uguale;NOGAREDO EST;NOGAREDO;TN;;2;node/5148917799;Q8;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;45.902554;11.027641
uguale;NOGAREDO OVEST;NOGAREDO;TN;;9;node/11405276871;Q8;24h;24h;uguale;24h;24h;uguale;24h;24h;uguale;24/7;;45.902327;11.026323
uguale;metano rovereto;ROVERETO;TN;;11;way/68279910;Metano;07:00-21:00;07:00-21:00;uguale;07:00-21:00;07:00-21:00;uguale;07:00-21:00;07:00-21:00;uguale;Mo-Su 07:00-21:00;;45.864328;11.013732
uguale;ENI TRENTO INTERPORTO;TRENTO;TN;;8;node/221915633;ENI;07:30-19:00;07:30-19:00;uguale;07:30-19:00;07:30-19:00;uguale;chiuso;chiuso;uguale;Mo-Sa 07:30-19:00;;46.0959;11.0975
uguale;DISTRIBUTORE COSTANTIN GRUGLIASCO- LA LAMBRETTA S.A.S. DI VITTO MARCO & C.;GRUGLIASCO;TO;;7;way/833110085;Costantin;07:30-19:00;07:30-19:00;uguale;07:30-12:30;07:30-12:30;uguale;chiuso;chiuso;uguale;"Mo-Fr 07:30-19:00; Sa 07:30-12:30";;45.056944;7.590918
uguale;NICHELINO NORD;NICHELINO;TO;;2;node/226995049;Eni;05:00-20:45;05:00-20:45;uguale;05:00-20:45;05:00-20:45;uguale;05:00-20:45;05:00-20:45;uguale;Mo-Su 05:00-20:45;;44.975857;7.657642
uguale;NICHELINO SUD;NICHELINO;TO;1;15;node/226995046;Eni;07:00-20:00;07:00-20:00;uguale;07:00-20:00;07:00-20:00;uguale;06:00-21:00;06:00-21:00;uguale;"Mo-Sa 07:00-20:00; Su 06:00-21:00";;44.981265;7.645269
uguale;RIVOLI - SP 175 DEL DOJRONE KM 4;RIVOLI;TO;;91;way/564348446;Q8 Easy;07:00-19:00;07:00-19:00;uguale;07:00-19:00;07:00-19:00;uguale;chiuso;chiuso;uguale;Mo-Sa 07:00-19:00;;45.047343;7.563552
uguale;SPEM;TORINO;TO;;5;way/652535306;Metano;07:00-20:50;07:00-20:50;uguale;07:00-20:50;07:00-20:50;uguale;07:00-12:50;07:00-12:50;uguale;"Mo-Sa 07:00-20:50; Su 07:00-12:50";;45.101903;7.70382
uguale;sima s.a.s.;TORINO;TO;;114;node/226994751;Agip;07:30-12:30/15:00-19:15;07:30-12:30/15:00-19:15;uguale;07:30-12:30;07:30-12:30;uguale;chiuso;chiuso;uguale;"Mo-Fr 07:30-12:30,15:00-19:15; Sa 07:30-12:30";;45.016233;7.613048
uguale;METANAUTO CASTELNUOVO SRL;CASTELNUOVO DEL GARDA;VR;;72;node/227901170;Metano;06:30-20:30;06:30-20:30;uguale;06:30-20:30;06:30-20:30;uguale;06:30-20:30;06:30-20:30;uguale;Mo-Su 06:30-20:30;;45.442797;10.78164
